symptoms,condition,natural_remedy,medicine,advice
"right upper abdomen pain, bloating, nausea",Gallstones,dandelion tea; apple cider vinegar,ursodeoxycholic acid,Follow a low-fat diet and maintain a healthy weight.
"dizziness, nausea, headache, heavy sweating, rapid pulse, weakness",Heat Exhaustion,cool fluids; rest in shade,IV fluids,Move to a cool area and sip water or an electrolyte drink.
"vomiting, nausea, fever",Food Poisoning,ginger tea,loperamide,"Rest, rehydrate, and introduce a bland diet like BRAT slowly."
"blurred vision, sensitivity to light, aura, nausea",Migraine,peppermint oil; rest in a dark room,ibuprofen,Rest in a dark quiet room and track food or stress triggers.
"dehydration, low-grade fever, vomiting, stomach cramps, nausea",Gastroenteritis,oral rehydration,bismuth subsalicylate,Hydrate continuously and gradually reintroduce bland foods.
"increased thirst, blurred vision, fatigue, tingling feet",Type 2 Diabetes,fenugreek seeds; cinnamon,glipizide,"Monitor blood sugar, follow a balanced diet, and exercise regularly."
"tugging at ear, hearing loss, fluid drainage, fever, irritability",Otitis Media,warm compress,amoxicillin,Finish antibiotics and keep ears dry while healing.
"thick nasal discharge, nasal congestion, reduced smell, headache",Sinusitis,warm compress; steam inhalation,amoxicillin,Use a humidifier and stay hydrated to thin mucus.
"loss of interest, sleep changes, persistent sadness",Mild Depression,sunlight exposure; regular exercise,fluoxetine,Seek counseling and maintain a consistent routine.
"dry patches, red rash, itchy skin",Eczema Flare,coconut oil,cetirizine,Moisturize daily and avoid harsh soaps or detergents.
"palpitations, weight loss, tremor",Hyperthyroidism,lemon balm tea; avoid caffeine,methimazole,Get regular thyroid tests and avoid excess iodine-rich food.
"wheezing, persistent cough, fatigue",Bronchitis (Acute),honey lemon drink,dextromethorphan,Avoid smoking and rest your voice while staying hydrated.
"headache, fatigue, dizziness, blurry vision, shortness of breath, nosebleeds",Hypertension,meditation; hibiscus tea,amlodipine,"Reduce salt intake, stay active, and monitor blood pressure."
"nausea, joint pain, severe headache, rash, high fever, pain behind eyes",Dengue Fever,hydration,oral rehydration salts,Rest under mosquito net and monitor for warning signs of severe dengue.
"sore throat, body aches, loss of smell, fever, dry cough",COVID‑19 (Mild),steam inhalation; warm fluids,nirmatrelvir/ritonavir,"Isolate, monitor symptoms, and stay hydrated."
"blurred vision, nausea, aura, vomiting, throbbing headache",Migraine,peppermint oil; rest in a dark room,sumatriptan,Rest in a dark quiet room and track food or stress triggers.
"frequent urination, cloudy urine, lower back pain, urgency",Urinary Tract Infection,drinking water; cranberry juice,nitrofurantoin,Drink plenty of water and urinate frequently to flush bacteria.
"rapid pulse, nausea, headache",Heat Exhaustion,rest in shade,IV fluids,Move to a cool area and sip water or an electrolyte drink.
"constipation, fatigue, slow heart rate",Hypothyroidism,iodine-rich foods; selenium (Brazil nuts),levothyroxine,Take medication on an empty stomach and schedule regular thyroid tests.
"headache, thick nasal discharge, reduced smell, pressure behind eyes, nasal congestion, facial pain",Sinusitis,saline rinse; steam inhalation,amoxicillin,Use a humidifier and stay hydrated to thin mucus.
"headache, facial pain, pressure behind eyes, thick nasal discharge, reduced smell",Sinusitis,saline rinse,amoxicillin,Use a humidifier and stay hydrated to thin mucus.
"low-grade fever, dehydration, nausea, vomiting, stomach cramps, watery diarrhea",Gastroenteritis,oral rehydration; ginger tea,bismuth subsalicylate,Hydrate continuously and gradually reintroduce bland foods.
"shooting leg pain, lower back pain, pain radiates below knee",Sciatica,yoga stretches,naproxen,Do regular stretching and avoid prolonged sitting.
"red eyes, tearing, discharge, swollen eyelids",Conjunctivitis (Pink Eye),saline eye rinse; warm compress,polymyxin/trimethoprim eye drops,Avoid touching eyes and wash hands frequently.
"alternating diarrhea and constipation, cramping, abdominal pain, bloating, mucus in stool, gas",Irritable Bowel Syndrome,yoga; soluble fiber,dicyclomine,Follow a low-FODMAP diet and manage stress.
"low-grade fever, sore throat, mild cough",Common Cold,steam inhalation; honey lemon tea,acetaminophen,Use a humidifier and keep the head elevated while sleeping.
"difficulty concentrating, irritability, sweating, excessive worry, racing heart, restlessness",Anxiety Disorder,chamomile tea; deep breathing,alprazolam,"Practice mindfulness, and engage in regular physical activity."
"loss of smell, sore throat, fatigue",COVID‑19 (Mild),warm fluids; steam inhalation,acetaminophen,"Isolate, monitor symptoms, and stay hydrated."
"numbness, tingling, lower back pain, pain radiates below knee, shooting leg pain, weakness",Sciatica,cold and heat therapy; yoga stretches,gabapentin,Do regular stretching and avoid prolonged sitting.
"red rash, small bumps, inflammation, rough skin, itchy skin, dry patches",Eczema Flare,oatmeal bath,hydrocortisone cream,Moisturize daily and avoid harsh soaps or detergents.
"abdominal pain, low-grade fever, vomiting, nausea, pain near navel, loss of appetite",Appendicitis (Early),warm compress,acetaminophen,Seek emergency care; surgery is usually required.
"shortness of breath, rapid breathing, wheezing, coughing",Asthma Exacerbation,ginger tea; breathing exercises,albuterol inhaler,Use inhaler as prescribed and avoid known triggers.
"vomiting, bloating, shoulder pain, nausea",Gallstones,dandelion tea,ursodeoxycholic acid,Follow a low-fat diet and maintain a healthy weight.
"shoulder tension, dull head pain, mild light sensitivity, scalp tenderness",Tension Headache,chamomile tea,acetaminophen,Manage stress and maintain good posture with regular breaks.
"nausea, bloating, mild heartburn, belching",Indigestion,warm water with lemon; peppermint tea,antacid,Eat smaller meals and avoid spicy or fatty foods.
"red rash, itchy skin, inflammation, rough skin, dry patches",Eczema Flare,oatmeal bath,cetirizine,Moisturize daily and avoid harsh soaps or detergents.
"fatigue, shortness of breath, brittle nails, dizziness",Anemia (Iron Deficiency),blackstrap molasses; spinach smoothie,ferrous sulfate,Increase dietary iron and take supplements as directed.
"blurred vision, tingling feet, slow healing wounds, frequent urination",Type 2 Diabetes,cinnamon; fenugreek seeds,metformin,"Monitor blood sugar, follow a balanced diet, and exercise regularly."
"thirst, dark urine, dizziness",Dehydration,oral rehydration; coconut water,oral rehydration salts,Increase fluid intake and avoid alcohol or caffeine.
"aura, throbbing headache, sensitivity to light, nausea",Migraine,rest in a dark room; peppermint oil,ibuprofen,Rest in a dark quiet room and track food or stress triggers.
"mild cough, low-grade fever, sneezing, nasal congestion, sore throat",Common Cold,steam inhalation; saltwater gargle,pseudoephedrine,Use a humidifier and keep the head elevated while sleeping.
"shortness of breath, chest tightness, wheezing, coughing, anxiety, rapid breathing",Asthma Exacerbation,ginger tea,albuterol inhaler,Use inhaler as prescribed and avoid known triggers.
"rapid pulse, dizziness, weakness, heavy sweating, headache",Heat Exhaustion,cool fluids; rest in shade,IV fluids,Move to a cool area and sip water or an electrolyte drink.
"scalp tenderness, mild light sensitivity, dull head pain, shoulder tension",Tension Headache,neck stretching,naproxen,Manage stress and maintain good posture with regular breaks.
"painful swallowing, white patches, headache, swollen lymph nodes, fever",Strep Throat,saltwater gargle; honey lemon tea,penicillin,Finish antibiotics and replace your toothbrush after recovery.
"mucus production, fatigue, persistent cough, mild fever",Bronchitis (Acute),honey lemon drink; thyme tea,albuterol inhaler,Avoid smoking and rest your voice while staying hydrated.
"discharge, itching, swollen eyelids, red eyes",Conjunctivitis (Pink Eye),saline eye rinse; warm compress,artificial tears,Avoid touching eyes and wash hands frequently.
"swollen eyelids, discharge, gritty feeling, red eyes, tearing, itching",Conjunctivitis (Pink Eye),saline eye rinse; warm compress,polymyxin/trimethoprim eye drops,Avoid touching eyes and wash hands frequently.
"sore throat, painful swallowing, fever, headache, white patches, swollen lymph nodes",Strep Throat,honey lemon tea,amoxicillin,Finish antibiotics and replace your toothbrush after recovery.
"thirst, dark urine, dizziness, dry mouth",Dehydration,coconut water; oral rehydration,oral rehydration salts,Increase fluid intake and avoid alcohol or caffeine.
"abdominal pain, gas, mucus in stool, cramping, alternating diarrhea and constipation, bloating",Irritable Bowel Syndrome,peppermint oil capsules,loperamide,Follow a low-FODMAP diet and manage stress.
"blurred vision, aura, sensitivity to light, vomiting, nausea, throbbing headache",Migraine,peppermint oil; cold compress,sumatriptan,Rest in a dark quiet room and track food or stress triggers.
"fever, irritability, ear pain, hearing loss, tugging at ear, fluid drainage",Otitis Media,garlic oil drops,ibuprofen,Finish antibiotics and keep ears dry while healing.
"tugging at ear, ear pain, fever, irritability, hearing loss",Otitis Media,warm compress; garlic oil drops,amoxicillin,Finish antibiotics and keep ears dry while healing.
"indigestion, bloating, burning stomach pain, vomiting",Peptic Ulcer,cabbage juice,amoxicillin-clarithromycin combo,Avoid NSAIDs and eat at regular intervals.
"headache, blurry vision, nosebleeds, dizziness, fatigue, shortness of breath",Hypertension,reduce salt,lisinopril,"Reduce salt intake, stay active, and monitor blood pressure."
"appetite change, fatigue, sleep changes",Mild Depression,sunlight exposure; regular exercise,fluoxetine,Seek counseling and maintain a consistent routine.
"pale skin, shortness of breath, fatigue, dizziness",Anemia (Iron Deficiency),blackstrap molasses; spinach smoothie,ferrous sulfate,Increase dietary iron and take supplements as directed.
"lower back pain, muscle spasms, stiffness",Back Strain,gentle stretching,ibuprofen,Practice proper lifting techniques and perform core-strengthening exercises.
"fatigue, persistent cough, mild fever, wheezing, mucus production",Bronchitis (Acute),honey lemon drink,dextromethorphan,Avoid smoking and rest your voice while staying hydrated.
"palpitations, tremor, anxiety",Hyperthyroidism,avoid caffeine,methimazole,Get regular thyroid tests and avoid excess iodine-rich food.
"fatigue, slow healing wounds, increased thirst",Type 2 Diabetes,brisk walking,metformin,"Monitor blood sugar, follow a balanced diet, and exercise regularly."
"indigestion, burning stomach pain, heartburn, bloating, vomiting, nausea",Peptic Ulcer,probiotics,amoxicillin-clarithromycin combo,Avoid NSAIDs and eat at regular intervals.
"mild cough, nasal congestion, sneezing, runny nose, low-grade fever, sore throat",Common Cold,steam inhalation; honey lemon tea,pseudoephedrine,Use a humidifier and keep the head elevated while sleeping.
"rapid breathing, anxiety, chest tightness, wheezing",Asthma Exacerbation,breathing exercises,budesonide inhaler,Use inhaler as prescribed and avoid known triggers.
"restlessness, difficulty concentrating, racing heart",Anxiety Disorder,deep breathing; chamomile tea,alprazolam,"Practice mindfulness, and engage in regular physical activity."
"fever, irritability, hearing loss, ear pain, tugging at ear",Otitis Media,warm compress; garlic oil drops,amoxicillin,Finish antibiotics and keep ears dry while healing.
"low-grade fever, sneezing, sore throat",Common Cold,honey lemon tea; saltwater gargle,pseudoephedrine,"Rest, drink plenty of fluids, and avoid close contact."
"sweating, vomiting, severe flank pain",Kidney Stones,basil tea; lemon water,tamsulosin,Drink plenty of water and strain urine to collect stones if possible.
"sore throat, nasal congestion, sneezing",Common Cold,saltwater gargle; steam inhalation,pseudoephedrine,"Rest, drink plenty of fluids, and avoid close contact."
"heat intolerance, weight loss, palpitations, tremor, anxiety",Hyperthyroidism,avoid caffeine,propranolol,Get regular thyroid tests and avoid excess iodine-rich food.
"increased appetite, anxiety, heat intolerance, weight loss, palpitations, tremor",Hyperthyroidism,avoid caffeine,propranolol,Get regular thyroid tests and avoid excess iodine-rich food.
"jaundice, shoulder pain, nausea, right upper abdomen pain",Gallstones,apple cider vinegar,ursodeoxycholic acid,Follow a low-fat diet and maintain a healthy weight.
